# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
5.0922,473.89,61.173,-14.213,61.583,14.244,42.815,0.0072703,42.815,0.0097294,7.0937,0.93476,32.9,-106,9.794,0.11861,0,1.4878,-8.3675e-4,1136,0,0.18316,0.0087285,74.081,65.549,1.0835,0.18275,3871239,0,5.1181,0.47211,0.47213,0.3135,0.034264,0.12434,0.029774,0.032524,5.7061e-5,0,0,0,0,5.1674e-5,0.0075617,7.874,48.695,81.755,0.017711,NaN,11.595,951.94,338.33,0.01,0.36366
5.1022,474.5,61.031,-14.192,61.441,14.222,42.885,0.0072966,42.885,0.0097484,7.0843,0.93146,32.9,-106,9.794,0.11856,0,1.5756,-0.0012111,1136,0,0.18316,0.0087285,74.081,65.549,1.0835,0.18234,3862223,0,5.0941,0.47207,0.47209,0.31351,0.034242,0.12432,0.029762,0.03223,1.2431e-5,0,0,0,0,5.8215e-5,0.0075443,7.874,48.695,81.74,0.017657,NaN,11.591,951.87,338.32,0.01,0.36407
5.1122,475.11,60.889,-14.177,61.299,14.205,42.956,0.007323,42.956,0.0097675,7.0753,0.88304,32.9,-106,9.794,0.099335,0,1.654,-0.0015666,1136,0,0.18316,0.0087285,74.089,65.549,1.0845,0.18192,3853036,0,5.0696,0.47203,0.47205,0.31351,0.03422,0.1243,0.024927,0.027351,1.3784e-4,0,0,0,0,6.4455e-5,0.0075269,7.874,48.695,81.724,0.017637,NaN,11.587,951.8,338.32,0.01,0.36456
5.1222,475.71,60.747,-14.162,61.157,14.187,43.027,0.0073494,43.027,0.0097867,7.0667,0.83442,32.9,-106,9.794,0.07981,0,1.7186,-0.0025255,1136,0,0.18316,0.0087285,74.096,65.549,1.0855,0.18149,3843865,0,5.0452,0.472,0.47201,0.31352,0.034198,0.12428,0.02002,0.022053,-4.0105e-5,0,0,0,0,6.9913e-5,0.0075095,7.874,48.695,81.707,0.017639,NaN,11.583,951.74,338.32,0.01,0.36488
5.1322,476.32,60.606,-14.148,61.016,14.17,43.098,0.0073759,43.098,0.0098059,7.0586,0.78597,32.9,-106,9.794,0.060129,0,1.7687,-0.002518,1136,0,0.18316,0.0087285,74.104,65.549,1.0865,0.18107,3834708,0,5.0209,0.47196,0.47196,0.31352,0.034176,0.12426,0.015077,0.016034,-4.3681e-5,0,0,0,0,7.4397e-5,0.0074922,7.874,48.695,81.689,0.017653,NaN,11.579,951.67,338.32,0.01,0.3652
5.1422,476.93,60.465,-14.133,60.874,14.153,43.168,0.0074025,43.168,0.0098251,7.051,0.738,32.9,-106,9.794,0.040437,0,1.8047,-0.0025566,1136,0,0.18316,0.0087285,74.112,65.549,1.0876,0.18065,3825566,0,4.9968,0.47192,0.47192,0.31353,0.034153,0.12424,0.010136,0.01062,3.406e-5,0,0,0,0,7.7819e-5,0.0074749,7.874,48.695,81.672,0.017619,NaN,11.575,951.6,338.31,0.01,0.36551
5.1522,477.53,60.323,-14.119,60.733,14.136,43.239,0.007429,43.239,0.0098443,7.0438,0.69117,32.9,-106,9.794,0.021029,0,1.8258,-0.0030687,1136,0,0.18316,0.0087285,74.12,65.549,1.0886,0.18023,3816440,0,4.9727,0.47188,0.47189,0.31353,0.034132,0.12422,0.0052691,0.0061039,-3.3674e-4,0,0,0,0,8.0023e-5,0.0074576,7.874,48.695,81.653,0.017542,NaN,11.571,951.53,338.31,0.01,0.36582
5.1622,478.13,60.182,-14.104,60.592,14.119,43.309,0.0074557,43.309,0.0098635,7.0371,0.64665,32.9,-106,9.794,0.0024171,0,1.8344,-0.015948,1136,0,0.18316,0.0087285,74.128,65.549,1.0895,0.17981,3807334,0,4.9488,0.47185,0.47185,0.31354,0.03411,0.1242,6.0544e-4,9.1713e-4,4.2095e-4,0,0,0,0,8.1156e-5,0.0074403,7.874,48.695,81.635,0.017416,NaN,11.567,951.47,338.31,0.01,0.36616
5.1722,478.73,60.041,-14.089,60.451,14.102,43.379,0.0074824,43.379,0.0098827,7.0309,0.60337,32.9,-106,9.794,0.015829,0,-1.8302,-0.0011814,1136,0,0.18316,0.0087285,74.122,65.549,1.0888,0.17939,3798242,0,4.925,0.47181,0.47181,0.31354,0.034088,0.12418,0.0039656,0.0039858,-5.1672e-5,0,0,0,0,-8.1162e-5,0.0074231,7.874,48.695,81.617,0.017297,NaN,11.563,951.4,338.31,0.01,0.36648
5.1822,479.33,59.9,-14.074,60.311,14.085,43.45,0.0075091,43.45,0.009902,7.0251,0.56157,32.9,-106,9.794,0.033584,0,-1.8125,-4.1573e-5,1136,0,0.18316,0.0087285,74.115,65.549,1.0879,0.17897,3789164,0,4.9013,0.47177,0.47178,0.31354,0.034066,0.12416,0.0084168,0.0092979,-4.2429e-4,0,0,0,0,-7.9976e-5,0.0074059,7.874,48.695,81.599,0.017187,NaN,11.559,951.33,338.3,0.01,0.36702
5.1922,479.93,59.76,-14.059,60.171,14.069,43.52,0.0075358,43.52,0.0099212,7.0196,0.52147,32.9,-106,9.794,0.050741,0,-1.7836,1.9201e-4,1136,0,0.18316,0.0087285,74.108,65.549,1.0869,0.17855,3780101,0,4.8777,0.47174,0.47174,0.31355,0.034045,0.12414,0.01272,0.014,1.1876e-4,0,0,0,0,-7.7809e-5,0.0073888,7.874,48.695,81.581,0.01709,NaN,11.555,951.26,338.3,0.01,0.36733
5.2022,480.53,59.619,-14.042,60.03,14.05,43.59,0.0075626,43.59,0.0099404,7.0146,0.501,32.9,-106,9.7939,0.059323,0,-1.7429,3.492e-4,1136,0,0.18316,0.0087285,74.104,65.549,1.0865,0.17813,3771128,0,4.8544,0.4717,0.47171,0.31355,0.034023,0.12413,0.014874,0.016313,-3.9981e-4,0,0,0,0,-7.4652e-5,0.0073716,7.874,48.695,81.563,0.016971,NaN,11.552,951.2,338.3,0.01,0.36764
5.2122,481.12,59.479,-14.015,59.89,14.026,43.66,0.0075894,43.66,0.0099596,7.0094,0.54233,32.9,-106,9.7939,0.040386,0,-1.7082,0.001952,1136,0,0.18316,0.0087285,74.112,65.549,1.0875,0.17773,3762434,0,4.8318,0.47167,0.47167,0.31356,0.034003,0.12411,0.010122,0.010723,-9.9336e-5,0,0,0,0,-7.2033e-5,0.0073545,7.874,48.695,81.546,0.016856,NaN,11.548,951.13,338.3,0.01,0.36793
5.2222,481.72,59.339,-13.989,59.751,14.001,43.73,0.0076162,43.73,0.0099788,7.0038,0.58325,32.9,-106,9.7939,0.021432,0,-1.6869,0.0064267,1136,0,0.18316,0.0087285,74.119,65.549,1.0884,0.17733,3753755,0,4.8093,0.47163,0.47163,0.31356,0.033982,0.12409,0.0053697,0.0054851,-4.0707e-4,0,0,0,0,-7.0561e-5,0.0073374,7.874,48.695,81.529,0.016743,NaN,11.544,951.06,338.29,0.01,0.36826
5.2322,482.31,59.199,-13.963,59.611,13.977,43.8,0.007643,43.8,0.009998,6.9977,0.6235,32.9,-106,9.7939,0.0025935,0,-1.6777,0.072542,1136,0,0.18316,0.0087285,74.127,65.549,1.0894,0.17693,3745090,0,4.787,0.4716,0.4716,0.31357,0.033962,0.12407,6.4955e-4,4.9789e-4,4.6282e-4,0,0,0,0,-7.0116e-5,0.0073203,7.874,48.695,81.512,0.016634,NaN,11.54,951,338.29,0.01,0.36855
5.2422,482.9,59.06,-13.938,59.472,13.953,43.87,0.0076699,43.87,0.010017,6.9913,0.66283,32.9,-106,9.7939,0.016014,0,1.6835,0.016839,1136,0,0.18316,0.0087285,74.121,65.549,1.0887,0.17653,3736441,0,4.7647,0.47156,0.47157,0.31357,0.033941,0.12405,0.0040119,0.0039232,4.7205e-4,0,0,0,0,7.0918e-5,0.0073033,7.874,48.695,81.495,0.016474,NaN,11.536,950.93,338.29,0.01,0.36891
5.2522,483.49,58.92,-13.912,59.333,13.93,43.94,0.0076967,43.94,0.010036,6.9845,0.70315,32.9,-106,9.7939,0.035226,0,1.7002,0.0099336,1136,0,0.18316,0.0087285,74.113,65.549,1.0877,0.17613,3727816,0,4.7426,0.47153,0.47153,0.31358,0.033921,0.12403,0.0088277,0.0091021,1.6397e-4,0,0,0,0,7.2659e-5,0.0072863,7.874,48.695,81.478,0.016311,NaN,11.532,950.87,338.29,0.01,0.36981
5.2622,484.08,58.781,-13.885,59.194,13.906,44.01,0.0077236,44.01,0.010055,6.9772,0.74922,32.9,-106,9.7939,0.057213,0,1.7304,0.0069571,1136,0,0.18316,0.0087285,74.104,65.549,1.0865,0.17574,3719238,0,4.7206,0.4715,0.4715,0.31358,0.033901,0.12401,0.014344,0.015776,-2.2935e-4,0,0,0,0,7.5603e-5,0.0072693,7.874,48.695,81.461,0.016174,NaN,11.528,950.8,338.29,0.01,0.37025
5.2722,484.67,58.643,-13.859,59.055,13.882,44.08,0.0077504,44.08,0.010074,6.9695,0.79345,32.9,-106,9.7939,0.07853,0,1.7757,0.0053855,1136,0,0.18316,0.0087285,74.095,65.549,1.0854,0.17534,3710675,0,4.6988,0.47146,0.47147,0.31359,0.033881,0.124,0.019695,0.021745,-4.7922e-4,0,0,0,0,7.9978e-5,0.0072523,7.874,48.695,81.444,0.016064,NaN,11.525,950.74,338.28,0.01,0.37092
5.2822,485.25,58.504,-13.834,58.917,13.859,44.149,0.0077773,44.149,0.010093,6.9613,0.83559,32.9,-106,9.7939,0.099047,0,1.8349,0.0046801,1136,0,0.18316,0.0087285,74.087,65.549,1.0843,0.17495,3702126,0,4.677,0.47143,0.47144,0.31359,0.033861,0.12398,0.02485,0.026893,-9.5092e-5,0,0,0,0,8.5782e-5,0.0072353,7.874,48.695,81.425,0.015972,NaN,11.521,950.67,338.28,0.01,0.37152
5.2922,485.84,58.366,-13.808,58.779,13.836,44.219,0.0078041,44.219,0.010112,6.9528,0.87544,32.9,-106,9.7939,0.11865,0,1.9067,0.0043692,1136,0,0.18316,0.0087285,74.079,65.549,1.0833,0.17455,3693593,0,4.6554,0.4714,0.47142,0.31359,0.033841,0.12396,0.029779,0.031817,-9.8936e-5,0,0,0,0,9.3053e-5,0.0072184,7.874,48.695,81.407,0.015885,NaN,11.517,950.6,338.28,0.01,0.37229
5.3022,486.42,58.228,-13.784,58.641,13.814,44.288,0.0078309,44.288,0.010131,6.9438,0.90598,32.9,-106,9.7939,0.13409,0,1.9906,0.0041476,1136,0,0.18316,0.0087285,74.072,65.549,1.0824,0.17416,3685043,0,4.6337,0.47136,0.47139,0.3136,0.033821,0.12394,0.033662,0.035984,4.1483e-4,0,0,0,0,1.0188e-4,0.0072015,7.874,48.695,81.387,0.015808,NaN,11.513,950.54,338.28,0.01,0.37312
5.3122,487,58.09,-13.764,58.503,13.794,44.358,0.0078577,44.358,0.01015,6.9348,0.91087,32.9,-106,9.7939,0.13769,0,2.0798,0.0044211,1136,0,0.18316,0.0087285,74.071,65.549,1.0822,0.17376,3676399,0,4.6119,0.47133,0.47136,0.3136,0.033801,0.12392,0.03457,0.037231,4.377e-4,0,0,0,0,1.1173e-4,0.0071846,7.874,48.695,81.367,0.015732,NaN,11.509,950.47,338.27,0.01,0.37402
5.3222,487.58,57.953,-13.744,58.365,13.774,44.427,0.0078845,44.427,0.010168,6.9256,0.91393,32.9,-106,9.7939,0.14044,0,2.1704,0.0040585,1136,0,0.18316,0.0087285,74.069,65.549,1.0821,0.17336,3667768,0,4.5901,0.4713,0.47132,0.31361,0.033781,0.12391,0.035261,0.038267,-3.2232e-4,0,0,0,0,1.2224e-4,0.0071677,7.874,48.695,81.346,0.015676,NaN,11.506,950.41,338.27,0.01,0.37486
5.3322,488.16,57.815,-13.724,58.228,13.755,44.496,0.0079113,44.496,0.010187,6.9165,0.91519,32.9,-106,9.7939,0.14234,0,2.2623,0.004165,1136,0,0.18316,0.0087285,74.068,65.549,1.082,0.17296,3659152,0,4.5684,0.47126,0.47129,0.31361,0.033761,0.12389,0.035737,0.038199,-3.3398e-4,0,0,0,0,1.3343e-4,0.0071509,7.874,48.695,81.324,0.015636,NaN,11.502,950.34,338.27,0.01,0.37558
5.3422,488.74,57.678,-13.705,58.09,13.735,44.565,0.0079381,44.565,0.010206,6.9073,0.91469,32.9,-106,9.7939,0.14339,0,2.3543,0.0042292,1136,0,0.18316,0.0087285,74.068,65.549,1.0819,0.17256,3650549,0,4.5468,0.47123,0.47126,0.31362,0.033742,0.12387,0.036003,0.038418,-4.0598e-4,0,0,0,0,1.4517e-4,0.0071341,7.874,48.695,81.3,0.015596,NaN,11.498,950.28,338.27,0.01,0.37639
5.3522,489.32,57.541,-13.686,57.953,13.716,44.634,0.0079648,44.634,0.010224,6.8982,0.91192,32.9,-106,9.7939,0.14334,0,2.4463,0.0045356,1136,0,0.18316,0.0087285,74.068,65.549,1.0819,0.17216,3641958,0,4.5252,0.4712,0.47123,0.31362,0.033722,0.12385,0.03599,0.039161,3.837e-4,0,0,0,0,1.5747e-4,0.0071173,7.874,48.695,81.276,0.015553,NaN,11.494,950.22,338.26,0.01,0.3776
5.3622,489.89,57.405,-13.668,57.816,13.698,44.703,0.0079915,44.703,0.010243,6.8891,0.90552,32.9,-106,9.7939,0.14153,0,2.5377,0.0041933,1136,0,0.18316,0.0087285,74.068,65.549,1.082,0.17177,3633370,0,4.5037,0.47116,0.47119,0.31362,0.033702,0.12384,0.035534,0.038427,-2.5355e-4,0,0,0,0,1.7024e-4,0.0071005,7.874,48.695,81.252,0.015542,NaN,11.491,950.15,338.26,0.01,0.37859
5.3722,490.46,57.268,-13.65,57.68,13.679,44.772,0.0080182,44.772,0.010261,6.8801,0.89765,32.9,-106,9.7939,0.13897,0,2.6271,0.0046535,1136,0,0.18316,0.0087285,74.069,65.549,1.0821,0.17137,3624796,0,4.4823,0.47113,0.47116,0.31363,0.033683,0.12382,0.034888,0.037647,2.333e-4,0,0,0,0,1.833e-4,0.0070838,7.874,48.695,81.226,0.015532,NaN,11.487,950.09,338.26,0.01,0.37926
5.3822,491.04,57.132,-13.632,57.543,13.661,44.841,0.0080449,44.841,0.010279,6.8712,0.8884,32.9,-106,9.7939,0.13569,0,2.7144,0.0045085,1136,0,0.18316,0.0087285,74.071,65.549,1.0822,0.17097,3616236,0,4.461,0.4711,0.47112,0.31363,0.033663,0.1238,0.034062,0.036359,-4.6902e-4,0,0,0,0,1.9658e-4,0.0070671,7.874,48.695,81.199,0.015524,NaN,11.483,950.02,338.26,0.01,0.38356
5.3922,491.61,56.995,-13.615,57.407,13.643,44.91,0.0080716,44.91,0.010298,6.8623,0.87787,32.9,-106,9.7939,0.13173,0,2.7982,0.0051653,1136,0,0.18316,0.0087285,74.072,65.549,1.0824,0.17058,3607689,0,4.4398,0.47106,0.47109,0.31364,0.033644,0.12378,0.033065,0.035451,-4.9253e-4,0,0,0,0,2.0988e-4,0.0070504,7.874,48.695,81.171,0.015518,NaN,11.48,949.96,338.26,0.01,0.38714
5.4022,492.18,56.859,-13.597,57.271,13.625,44.978,0.0080982,44.978,0.010316,6.8536,0.86975,32.9,-106,9.7939,0.12887,0,2.8791,0.0056039,1136,0,0.18316,0.0087285,74.073,65.549,1.0826,0.17019,3599173,0,4.4187,0.47103,0.47106,0.31364,0.033624,0.12377,0.032346,0.034837,-2.3894e-4,0,0,0,0,2.2322e-4,0.0070337,7.874,48.695,81.143,0.015488,NaN,11.476,949.9,338.25,0.01,0.38755
5.4122,492.74,56.723,-13.578,57.135,13.606,45.047,0.0081248,45.047,0.010334,6.8449,0.87261,32.9,-106,9.7939,0.13132,0,2.9597,0.0057035,1136,0,0.18316,0.0087285,74.072,65.549,1.0824,0.16979,3590730,0,4.3978,0.471,0.47102,0.31365,0.033605,0.12375,0.032961,0.035889,-3.2318e-4,0,0,0,0,2.3699e-4,0.0070171,7.874,48.695,81.114,0.015461,NaN,11.472,949.83,338.25,0.01,0.38782
5.4222,493.31,56.588,-13.559,56.999,13.587,45.115,0.0081514,45.115,0.010352,6.8362,0.874,32.9,-106,9.7939,0.13304,0,3.0419,0.0061949,1136,0,0.18316,0.0087285,74.071,65.549,1.0823,0.1694,3582300,0,4.377,0.47097,0.47099,0.31365,0.033586,0.12373,0.033395,0.035423,2.4429e-4,0,0,0,0,2.5149e-4,0.0070004,7.874,48.695,81.084,0.015415,NaN,11.468,949.77,338.25,0.01,0.38818
5.4322,493.87,56.452,-13.54,56.864,13.568,45.183,0.008178,45.183,0.01037,6.8274,0.87398,32.9,-106,9.7939,0.13406,0,3.1237,0.0059489,1136,0,0.18316,0.0087285,74.071,65.549,1.0823,0.16901,3573885,0,4.3563,0.47093,0.47096,0.31365,0.033567,0.12371,0.033651,0.036009,1.4045e-4,0,0,0,0,2.6643e-4,0.0069838,7.874,48.695,81.053,0.015374,NaN,11.465,949.71,338.25,0.01,0.38842
5.4422,494.44,56.317,-13.522,56.728,13.55,45.252,0.0082046,45.252,0.010388,6.8187,0.87259,32.9,-106,9.7939,0.13439,0,3.2057,0.006037,1136,0,0.18316,0.0087285,74.071,65.549,1.0822,0.16863,3565483,0,4.3357,0.4709,0.47093,0.31366,0.033548,0.1237,0.033733,0.036342,-1.6827e-4,0,0,0,0,2.8191e-4,0.0069672,7.874,48.695,81.021,0.015352,NaN,11.461,949.64,338.24,0.01,0.38884
5.4522,495,56.182,-13.506,56.593,13.533,45.32,0.0082312,45.32,0.010406,6.81,0.85458,32.9,-106,9.7939,0.12642,0,3.2868,0.0066909,1136,0,0.18316,0.0087285,74.074,65.549,1.0826,0.16823,3557018,0,4.315,0.47087,0.47089,0.31366,0.033529,0.12368,0.031729,0.034138,-3.0091e-4,0,0,0,0,2.9773e-4,0.0069507,7.874,48.695,80.989,0.015321,NaN,11.457,949.58,338.24,0.01,0.38902
5.4622,495.56,56.047,-13.498,56.458,13.521,45.388,0.0082577,45.388,0.010424,6.8018,0.78382,32.9,-106,9.7939,0.091945,0,3.3526,0.009454,1136,0,0.18316,0.0087285,74.088,65.549,1.0844,0.16783,3548304,0,4.2936,0.47084,0.47085,0.31367,0.03351,0.12366,0.023061,0.0243,4.3994e-4,0,0,0,0,3.1127e-4,0.0069342,7.874,48.695,80.956,0.015287,NaN,11.454,949.52,338.24,0.01,0.38935
5.4722,496.12,55.912,-13.49,56.323,13.509,45.456,0.0082842,45.456,0.010442,6.7943,0.71412,32.9,-106,9.7939,0.057599,0,3.3971,0.014973,1136,0,0.18316,0.0087285,74.102,65.549,1.0862,0.16743,3539603,0,4.2724,0.47081,0.47081,0.31367,0.03349,0.12364,0.014437,0.015343,2.5096e-4,0,0,0,0,3.2113e-4,0.0069176,7.874,48.695,80.922,0.015286,NaN,11.45,949.46,338.24,0.01,0.38971
5.4822,496.68,55.777,-13.482,56.188,13.498,45.524,0.0083107,45.524,0.01046,6.7875,0.64586,32.9,-106,9.7939,0.023587,0,3.4209,0.036835,1136,0,0.18316,0.0087285,74.116,65.549,1.088,0.16702,3530915,0,4.2512,0.47077,0.47077,0.31367,0.033471,0.12363,0.0059083,0.0064719,-4.5442e-4,0,0,0,0,3.2722e-4,0.0069012,7.874,48.695,80.888,0.015305,NaN,11.447,949.39,338.24,0.01,0.39003
5.4922,497.24,55.642,-13.474,56.054,13.487,45.592,0.0083372,45.592,0.010478,6.7814,0.57937,32.9,-106,9.7939,0.0099045,0,-3.4234,0.090085,1136,0,0.18316,0.0087285,74.121,65.549,1.0887,0.16662,3522240,0,4.2302,0.47074,0.47074,0.31368,0.033452,0.12361,0.0024803,0.0030055,2.1005e-4,0,0,0,0,-3.2929e-4,0.0068847,7.874,48.695,80.854,0.015321,NaN,11.443,949.33,338.23,0.01,0.39033
5.5022,497.79,55.507,-13.465,55.919,13.475,45.659,0.0083637,45.659,0.010495,6.7759,0.51975,32.9,-106,9.7939,0.040182,0,-3.4083,0.022618,1136,0,0.18316,0.0087285,74.109,65.549,1.0871,0.16622,3513601,0,4.2093,0.47071,0.47071,0.31368,0.033433,0.12359,0.010068,0.011481,-3.4708e-4,0,0,0,0,-3.2797e-4,0.0068683,7.874,48.695,80.819,0.015334,NaN,11.439,949.27,338.23,0.01,0.39063
5.5122,498.35,55.373,-13.454,55.785,13.462,45.727,0.0083902,45.727,0.010513,6.7709,0.47881,32.9,-106,9.7939,0.0611,0,-3.3768,0.01518,1136,0,0.18316,0.0087285,74.1,65.549,1.086,0.16583,3505061,0,4.1888,0.47068,0.47068,0.31369,0.033414,0.12357,0.015315,0.017073,1.4832e-4,0,0,0,0,-3.2347e-4,0.0068518,7.874,48.695,80.785,0.015385,NaN,11.436,949.21,338.23,0.01,0.39092
5.5222,498.9,55.238,-13.442,55.651,13.449,45.795,0.0084167,45.795,0.01053,6.7663,0.43979,32.9,-106,9.7939,0.081198,0,-3.3338,0.011186,1136,0,0.18316,0.0087285,74.092,65.549,1.0849,0.16543,3496532,0,4.1683,0.47064,0.47065,0.31369,0.033395,0.12356,0.02036,0.022107,2.3346e-4,0,0,0,0,-3.1681e-4,0.0068355,7.874,48.695,80.752,0.015452,NaN,11.432,949.14,338.23,0.01,0.39121
5.5322,499.45,55.104,-13.43,55.517,13.436,45.862,0.0084431,45.862,0.010548,6.7621,0.40285,32.9,-106,9.7939,0.10038,0,-3.2801,0.0094064,1136,0,0.18316,0.0087285,74.084,65.549,1.0839,0.16504,3488016,0,4.1479,0.47061,0.47063,0.3137,0.033376,0.12354,0.025179,0.027542,1.5734e-4,0,0,0,0,-3.0815e-4,0.0068191,7.874,48.695,80.719,0.015531,NaN,11.429,949.08,338.22,0.01,0.39152
5.5422,500,54.97,-13.417,55.384,13.423,45.93,0.0084696,45.93,0.010565,6.7583,0.36812,32.9,-106,9.7939,0.11856,0,-3.2152,0.0081246,1136,0,0.18316,0.0087285,74.076,65.549,1.0829,0.16464,3479513,0,4.1277,0.47058,0.4706,0.3137,0.033358,0.12352,0.029748,0.032194,-3.6112e-4,0,0,0,0,-2.975e-4,0.0068027,7.874,48.695,80.686,0.015643,NaN,11.425,949.02,338.22,0.01,0.39184
5.5522,500.55,54.836,-13.405,55.25,13.409,45.998,0.008496,45.998,0.010583,6.7548,0.33334,32.9,-106,9.7939,0.1369,0,-3.1397,0.0072211,1136,0,0.18316,0.0087285,74.068,65.549,1.082,0.16425,3471009,0,4.1074,0.47055,0.47058,0.3137,0.033339,0.12351,0.034361,0.037106,4.3691e-4,0,0,0,0,-2.8507e-4,0.0067864,7.874,48.695,80.655,0.015797,NaN,11.421,948.96,338.22,0.01,0.39216
5.5622,501.1,54.702,-13.394,55.117,13.397,46.065,0.0085225,46.065,0.0106,6.7516,0.29294,32.9,-106,9.7939,0.15834,0,-3.0538,0.0059085,1136,0,0.18316,0.0087285,74.06,65.549,1.0808,0.16385,3462475,0,4.0872,0.47052,0.47055,0.31371,0.03332,0.12349,0.039758,0.043496,4.8617e-4,0,0,0,0,-2.7099e-4,0.0067701,7.874,48.695,80.624,0.015945,NaN,11.418,948.9,338.22,0.01,0.39248
5.5722,501.65,54.568,-13.382,54.984,13.385,46.133,0.0085489,46.133,0.010618,6.7489,0.25539,32.9,-106,9.7939,0.17843,0,-2.9554,0.0048642,1136,0,0.18316,0.0087285,74.051,65.549,1.0798,0.16346,3453954,0,4.067,0.47049,0.47053,0.31371,0.033302,0.12347,0.044818,0.04871,-3.9688e-4,0,0,0,0,-2.5504e-4,0.0067538,7.874,48.695,80.594,0.016081,NaN,11.414,948.84,338.22,0.01,0.39279
5.5822,502.19,54.434,-13.37,54.85,13.372,46.2,0.0085754,46.2,0.010635,6.7465,0.22081,32.9,-106,9.7939,0.19709,0,-2.8468,0.0041764,1136,0,0.18316,0.0087285,74.043,65.549,1.0788,0.16306,3445444,0,4.047,0.47046,0.47051,0.31372,0.033283,0.12346,0.049521,0.053539,1.562e-5,0,0,0,0,-2.3779e-4,0.0067376,7.874,48.695,80.564,0.016215,NaN,11.411,948.78,338.21,0.01,0.39314
5.5922,502.73,54.3,-13.358,54.718,13.359,46.268,0.0086019,46.268,0.010652,6.7445,0.1893,32.9,-106,9.7939,0.21424,0,-2.7289,0.0036233,1136,0,0.18316,0.0087285,74.036,65.549,1.0779,0.16267,3436946,0,4.027,0.47042,0.47049,0.31372,0.033265,0.12344,0.053847,0.058254,2.2028e-4,0,0,0,0,-2.1957e-4,0.0067213,7.874,48.695,80.537,0.016336,NaN,11.407,948.72,338.21,0.01,0.39346
5.6022,503.28,54.167,-13.344,54.585,13.345,46.335,0.0086284,46.335,0.01067,6.7427,0.17016,32.9,-106,9.7939,0.22488,0,-2.6026,0.0028641,1136,0,0.18316,0.0087285,74.032,65.549,1.0773,0.16227,3428508,0,4.0072,0.47039,0.47047,0.31372,0.033247,0.12342,0.056533,0.061133,-7.8603e-5,0,0,0,0,-2.0067e-4,0.0067051,7.874,48.695,80.51,0.016433,NaN,11.404,948.66,338.21,0.01,0.39379
5.6122,503.82,54.034,-13.324,54.452,13.325,46.402,0.008655,46.402,0.010687,6.7409,0.18535,32.9,-106,9.7939,0.21709,0,-2.4766,0.0025443,1136,0,0.18316,0.0087285,74.035,65.549,1.0777,0.16189,3420250,0,3.9877,0.47036,0.47043,0.31373,0.033229,0.12341,0.054566,0.05931,5.5413e-5,0,0,0,0,-1.8259e-4,0.0066889,7.874,48.695,80.485,0.016516,NaN,11.4,948.6,338.21,0.01,0.39415
5.6222,504.36,53.9,-13.304,54.32,13.306,46.47,0.0086816,46.47,0.010704,6.739,0.20252,32.9,-106,9.7939,0.20811,0,-2.3562,0.0023431,1136,0,0.18316,0.0087285,74.039,65.549,1.0782,0.16151,3412005,0,3.9683,0.47033,0.4704,0.31373,0.033211,0.12339,0.0523,0.056459,1.548e-4,0,0,0,0,-1.6604e-4,0.0066728,7.874,48.695,80.46,0.01659,NaN,11.397,948.54,338.21,0.01,0.39467
5.6322,504.9,53.767,-13.284,54.188,13.286,46.537,0.0087082,46.537,0.010721,6.7369,0.22147,32.9,-106,9.7939,0.19802,0,-2.2418,0.0024798,1136,0,0.18316,0.0087285,74.043,65.549,1.0787,0.16113,3403772,0,3.949,0.4703,0.47036,0.31374,0.033193,0.12338,0.049754,0.054265,-4.4473e-4,0,0,0,0,-1.5103e-4,0.0066566,7.874,48.695,80.437,0.016666,NaN,11.393,948.48,338.2,0.01,0.39498
5.6422,505.43,53.635,-13.263,54.056,13.265,46.605,0.0087348,46.605,0.010739,6.7345,0.24204,32.9,-106,9.7939,0.1869,0,-2.1338,0.0023841,1136,0,0.18316,0.0087285,74.047,65.549,1.0792,0.16075,3395552,0,3.9298,0.47027,0.47033,0.31374,0.033176,0.12336,0.04695,0.050537,2.0019e-4,0,0,0,0,-1.3747e-4,0.0066405,7.874,48.695,80.416,0.016768,NaN,11.39,948.42,338.2,0.01,0.39529
